user_variable,user_description,matched_text,uid,relevance_score,llm_alignment,match
cardiac_output,RV Cardiac output (l/min) (HARMONIZED),CARDIAC OUTPUT (L/MIN),42413,0.7856377,,
cardiac_output,RV Cardiac output (l/min) (HARMONIZED),MEASURED CARDIAC OUTPUT (L/MIN),144968,0.7412996,,
age_at_bmi_baseline,age at measurement of bmi (years) (HARMONIZED),AGE AT MEASUREMENT,16680,0.40574303,"['Existing Variables:', ""1. AGE AT MEASUREMENT - This variable captures the age at which a particular measurement was taken. It provides context on the individual's age at the time of assessment."", ""2. ADULT 1 BMI AT YEAR 1 - This variable represents the Body Mass Index (BMI) of an adult individual at the first year of assessment. It gives insight into the individual's BMI at a specific time point."", '3. ADULT 4 BMI AT YEAR 1 - Similar to the previous variable, this represents the BMI of an adult individual at the first year of assessment, but from a different study or dataset.', '', 'SELECTED: AGE AT MEASUREMENT', 'ALIGNMENT: To align the new variable ""age at measurement of bmi (years)"" with the selected existing variable ""AGE AT MEASUREMENT,"" ensure that the age recorded for the BMI measurement corresponds to the age at which the measurement was taken. This will help maintain consistency and relevance in the dataset. Additionally, consider standardizing the format of the age variable to ensure uniformity across all records.']",
age_at_bmi_baseline,age at measurement of bmi (years) (HARMONIZED),ADULT 1 BMI AT YEAR 1,14898,0.28150436,,
age_at_bmi_baseline,age at measurement of bmi (years) (HARMONIZED),ADULT 4 BMI AT YEAR 1,15157,0.25219983,,
age_at_height_baseline,age at measurement of height_baseline (years) (HARMONIZED),AGE AT BASELINE (YEARS),16530,0.7701192,"['Existing Variables:', '1. AGE AT BASELINE (YEARS) - This variable captures the age of the participants at the baseline of the study, providing a reference point for their age throughout the study.', '2. STANDARDIZED AGE AT BASELINE - This variable may have been adjusted or standardized in some way to account for potential confounding factors or to make comparisons across different studies more straightforward.', '3. AGE AT BASELINE - This variable is similar to the first one, capturing the age of the participants at the baseline of the study.', '', 'SELECTED: AGE AT BASELINE', 'ALIGNMENT: To align the new variable ""age at measurement of height_baseline (years)"" with the selected existing variable ""AGE AT BASELINE,"" ensure that the measurement of age at the baseline of the study is consistent and accurately reflects the age of the participants at that time point. This will help maintain the integrity and consistency of the age variable in the data repository.']",
age_at_height_baseline,age at measurement of height_baseline (years) (HARMONIZED),STANDARDIZED AGE AT BASELINE,222980,0.744842,,
age_at_height_baseline,age at measurement of height_baseline (years) (HARMONIZED),AGE AT BASELINE,16529,0.68130285,,
age_at_index,"The subject's age (in years) on the reference or anchor date used during date obfuscation (HARMONIZED). If age is greater than 89 years, see 'age_at_index_gt89'.",SUBJECT AGE,226270,0.41472104,"['Existing Variables:', ""1. SUBJECT AGE - This variable likely captures the age of the subject at a specific point in time, which aligns with the concept of the subject's age on a reference or anchor date."", ""2. AGE OF SUBJECT - This variable also captures the age of the subject, which is relevant to the new variable describing the subject's age on a specific date."", '3. AGE; AGE >89 CATEGORIZED AS "">89"" - This variable categorizes subjects aged over 89, which could be relevant if the new variable requires special handling for subjects over a certain age.', '', 'SELECTED: SUBJECT AGE', 'ALIGNMENT: To align the new variable with the existing variable ""SUBJECT AGE,"" ensure that the new variable captures the subject\'s age in years on the specific reference or anchor date used during date obfuscation. If the subject\'s age is greater than 89 years, consider how this information can be integrated or categorized accordingly.']",
age_at_index,"The subject's age (in years) on the reference or anchor date used during date obfuscation (HARMONIZED). If age is greater than 89 years, see 'age_at_index_gt89'.",AGE OF SUBJECT,17285,0.40374315,,
age_at_index,"The subject's age (in years) on the reference or anchor date used during date obfuscation (HARMONIZED). If age is greater than 89 years, see 'age_at_index_gt89'.","AGE; AGE >89 CATEGORIZED AS "">89""",17616,0.13028543,,
age_at_index_gt89,Indicate whether the subject's age (in years) on the reference or anchor date used during date obfuscation (HARMONIZED) is greater than 89 years.,"AGE; AGE >89 CATEGORIZED AS "">89""",17616,0.8472108,"['1. AGE (YEARS) - This existing variable directly relates to the new variable as both involve age in years. The existing variable provides a clear understanding of how age is categorized based on years.', '2. AGE - This existing variable also relates to the new variable as it involves age. However, it lacks the specificity of categorizing age based on years as in the first existing variable.', '3. GENDER - This existing variable is not directly relevant to the new variable as it pertains to gender rather than age.', '', 'SELECTED: AGE (YEARS)', 'ALIGNMENT: To align the new variable with the selected existing variable, ensure that the age data collected for the new variable is in years and follows the same categorization as the existing variable (e.g., <18, >88). This will help harmonize the new variable with the existing age variable in the repository.']",
age_at_index_gt89,Indicate whether the subject's age (in years) on the reference or anchor date used during date obfuscation (HARMONIZED) is greater than 89 years.,IS TRUE AGE GREATER THAN 89?,128269,0.55223787,,
age_at_index_gt89,Indicate whether the subject's age (in years) on the reference or anchor date used during date obfuscation (HARMONIZED) is greater than 89 years.,"AGE (YEARS) 17 = <18, 89 = >88",16399,0.263789,,
age_at_weight_baseline,age at measurement of weight_baseline (years) (HARMONIZED),AGE AT BASELINE (YEARS),16530,0.661595,"['Existing Variables:', '1. AGE AT BASELINE (YEARS) - This variable captures the age of the participants at the baseline of the study, providing a reference point for their age throughout the study.', '2. STANDARDIZED AGE AT BASELINE - This variable may have been adjusted or standardized to account for any variations or inconsistencies in age reporting across different studies or datasets.', '3. AGE AT BASELINE - This variable is similar to the first one, capturing the age of the participants at the baseline of the study.', '', 'SELECTED: AGE AT BASELINE (YEARS)', 'ALIGNMENT: To align the new variable ""age at measurement of weight_baseline (years)"" with the selected existing variable ""AGE AT BASELINE (YEARS)"", ensure that the measurement of age at the time of weight_baseline is consistent with the baseline age captured in the existing variable. This may involve verifying that the time point of weight_baseline aligns with the baseline of the study and that the age measurement is in years. Additionally, consider any adjustments or standardization needed to harmonize the new variable with the existing variable.']",
age_at_weight_baseline,age at measurement of weight_baseline (years) (HARMONIZED),STANDARDIZED AGE AT BASELINE,222980,0.6438893,,
age_at_weight_baseline,age at measurement of weight_baseline (years) (HARMONIZED),AGE AT BASELINE,16529,0.5809465,,
annotated_sex,"Subject sex, as recorded by the study. (HARMONIZED)",SEX OF SUBJECT,211860,0.8147908,"['Existing Variables:', '1. SEX OF SUBJECT - This variable captures the sex of the subjects in the study.', '2. SUBJECTS SEX - This variable also captures the sex of the subjects in the study.', '3. GENDER (RECORDED AND USED BY BLOCK) - This variable records the gender of the subjects as recorded and used by block.', '', 'SELECTED: SEX OF SUBJECT', 'ALIGNMENT: To align the new variable ""Subject sex, as recorded by the study"" with the existing variable ""SEX OF SUBJECT"", ensure that the data entry for the new variable follows the same format and categories as the existing variable. This will help maintain consistency and facilitate data analysis across different studies in the repository.']",
annotated_sex,"Subject sex, as recorded by the study. (HARMONIZED)",SUBJECTS SEX,226588,0.7243831,,
annotated_sex,"Subject sex, as recorded by the study. (HARMONIZED)",GENDER (RECORDED AND USED BY BLOCK),103087,0.15190639,,
bmi_baseline,Body mass index calculated at baseline. (kg/m^2) (HARMONIZED),BODY MASS INDEX AT BASELINE,35519,0.9860443,"['Existing Variables:', ""1. BODY MASS INDEX AT BASELINE - This variable captures the body mass index measurement at baseline, providing information on the individual's weight status at the beginning of the study."", '2. BASELINE BODY MASS INDEX (KG/M SQRD) - This variable specifically indicates the baseline body mass index measurement in units of kg/m squared, which is a common way to express BMI.', '3. BODY MASS INDEX (KG/M^2) - This variable represents the body mass index measurement in kg/m^2, which is a standard unit for BMI calculations.', '', 'SELECTED: BODY MASS INDEX (KG/M^2)', 'ALIGNMENT: To align the new variable ""Body mass index calculated at baseline (kg/m^2)"" with the selected existing variable ""BODY MASS INDEX (KG/M^2)"", ensure that the calculation method and units for BMI are consistent with the existing variable. Use the formula BMI = weight (kg) / height^2 (m^2) to calculate the BMI at baseline and store the values in kg/m^2 format for harmonization with the existing variable. Additionally, ensure that the measurement technique and data collection procedures for BMI are standardized to maintain data integrity and comparability within the repository.']",
bmi_baseline,Body mass index calculated at baseline. (kg/m^2) (HARMONIZED),BASELINE BODY MASS INDEX (KG/M SQRD),31003,0.9757161,,
bmi_baseline,Body mass index calculated at baseline. (kg/m^2) (HARMONIZED),BODY MASS INDEX (KG/M^2),35505,0.89805347,,
ethnicity,"An individual's self-described social and cultural grouping, specifically whether an individual describes themselves as Hispanic or Latino (HARMONIZED). The provided values are based on the categories defined by the U.S. Office of Management and Business and used by the U.S. Census Bureau.",ETHNICITY - HISPANIC OR LATINO,83708,0.37616467,"['Existing Variables:', '1. ETHNICITY - HISPANIC OR LATINO', '2. ETHNICITY (HISPANIC OR LATINO)', '3. RACE/ETHNICITY: HISPANIC OR LATINO', '', 'SELECTED: ETHNICITY - HISPANIC OR LATINO', 'ALIGNMENT: To align the new variable with the existing variable ""ETHNICITY - HISPANIC OR LATINO,"" ensure that the categories and definitions for self-described social and cultural grouping as Hispanic or Latino match those used in the existing variable. This may involve mapping the values provided in the new variable to the categories defined by the U.S. Office of Management and Business and used by the U.S. Census Bureau as done in the existing variable. Additionally, consider any additional metadata or documentation associated with the existing variable to ensure accurate alignment.']",
ethnicity,"An individual's self-described social and cultural grouping, specifically whether an individual describes themselves as Hispanic or Latino (HARMONIZED). The provided values are based on the categories defined by the U.S. Office of Management and Business and used by the U.S. Census Bureau.",ETHNICITY (HISPANIC OR LATINO),83705,0.34886694,,
ethnicity,"An individual's self-described social and cultural grouping, specifically whether an individual describes themselves as Hispanic or Latino (HARMONIZED). The provided values are based on the categories defined by the U.S. Office of Management and Business and used by the U.S. Census Bureau.",RACE/ETHNICITY: HISPANIC OR LATINO,193982,0.2979804,,
height_baseline,Body height at baseline. (cm) (HARMONIZED),BASELINE HEIGHT (CM),31275,0.9514138,"['Existing Variables:', '1. BASELINE HEIGHT (CM) - This variable represents the height of an individual at the baseline measurement.', '2. ADULT 1 HEIGHT (CM) AT BASELINE - This variable specifically denotes the height of an adult individual at the baseline measurement.', '3. ADULT 2 HEIGHT (CM) AT BASELINE - Similar to the previous variable, this represents the height of another adult individual at the baseline measurement.', '', 'SELECTED: BASELINE HEIGHT (CM)', 'ALIGNMENT: To align the new variable ""Body height at baseline (cm)"" with the selected existing variable ""BASELINE HEIGHT (CM)"", ensure that the measurement units are consistent (cm) and that the timing of the measurement corresponds to the baseline assessment in the dataset. Additionally, consider any specific age or population criteria that may apply to the existing variable for accurate harmonization.']",
height_baseline,Body height at baseline. (cm) (HARMONIZED),ADULT 1 HEIGHT (CM) AT BASELINE,14907,0.9449947,,
height_baseline,Body height at baseline. (cm) (HARMONIZED),ADULT 2 HEIGHT (CM) AT BASELINE,15021,0.9269676,,
hispanic_subgroup,classification of Hispanic/Latino background for Hispanic/Latino subjects where country or region of origin information is available (HARMONIZED),7-LEVEL RE-CLASSIFICATION OF HISPANIC/LATINO BACKGROUND,10011,0.88059187,"['1. 7-LEVEL RE-CLASSIFICATION OF HISPANIC/LATINO BACKGROUND - This existing variable provides a detailed classification of Hispanic/Latino background, which can be useful for categorizing subjects based on their background.', '', '2. CROSS-CLASSIFICATION OF CENTER AND HISPANIC/LATINO BACKGROUND - This existing variable combines information on the center where the data was collected with the Hispanic/Latino background of the subjects. It can help in analyzing the distribution of Hispanic/Latino subjects across different centers.', '', '3. CROSS-CLASSIFICATION OF CENTER AND HISPANIC LATINO BACKGROUND, 45+ YEARS ONLY - This existing variable further refines the cross-classification by focusing on subjects who are 45 years old and above. It can be valuable for studying the characteristics of older Hispanic/Latino individuals in different centers.', '', 'SELECTED: 7-LEVEL RE-CLASSIFICATION OF HISPANIC/LATINO BACKGROUND', 'ALIGNMENT: To align the new variable with the selected existing variable, ensure that the classification of Hispanic/Latino background for subjects includes detailed information that can be categorized into the 7-level classification provided in the existing variable. Make sure to harmonize the new variable with the same categories and definitions used in the 7-level re-classification for consistency in data analysis.']",
hispanic_subgroup,classification of Hispanic/Latino background for Hispanic/Latino subjects where country or region of origin information is available (HARMONIZED),CROSS-CLASSIFICATION OF CENTER AND HISPANIC/LATINO BACKGROUND,55433,0.7164171,,
hispanic_subgroup,classification of Hispanic/Latino background for Hispanic/Latino subjects where country or region of origin information is available (HARMONIZED),"CROSS-CLASSIFICATION OF CENTER AND HISPANIC LATINO BACKGROUND, 45+ YEARS ONLY",55432,0.5832627,,
population,"CHB Han Chinese in Beijing, China EAS; JPT Japanese in Tokyo, Japan EAS; CHS Southern Han Chinese EAS; CDX Chinese Dai in Xishuangbanna, China EAS; KHV Kinh in Ho Chi Minh City, Vietnam EAS; CEU Utah Residents (CEPH) with Northern and Western European Ancestry EUR; TSI Toscani in Italia EUR; FIN Finnish in Finland EUR; GBR British in England and Scotland EUR; IBS Iberian Population in Spain EUR; YRI Yoruba in Ibadan, Nigeria AFR; LWK Luhya in Webuye, Kenya AFR; GWD Gambian in Western Divisions in the Gambia AFR; MSL Mende in Sierra Leone AFR; ESN Esan in Nigeria AFR; ASW Americans of African Ancestry in SW USA AFR; ACB African Caribbeans in Barbados AFR; MXL Mexican Ancestry from Los Angeles USA AMR; PUR Puerto Ricans from Puerto Rico AMR; CLM Colombians from Medellin, Colombia AMR; PEL Peruvians from Lima, Peru AMR; GIH Gujarati Indian from Houston, Texas SAS; PJL Punjabi from Lahore, Pakistan SAS; BEB Bengali from Bangladesh SAS; STU Sri Lankan Tamil from the UK SAS; ITU Indian Telugu from the UK","RACE/ETHNICITY: ASIAN, NAT AM SET TO OTHER (6)",193981,0.9652504,"['1. RACE/ETHNICITY: ASIAN - This existing variable is relevant to the new variable as it includes specific ethnicities such as Han Chinese, Japanese, and Southern Han Chinese, which are similar to the CHB, JPT, and CHS populations in the new variable.', ""2. RACE/ETHNICITY: ASIAN - This existing variable is also relevant as it includes Asian populations, which align with the new variable's populations from China and Japan."", '3. PRE-HOSPITAL RACE/ETHNICITY: ASIAN - This existing variable is relevant as it specifies Asian populations, similar to the populations included in the new variable.', '', 'SELECTED: RACE/ETHNICITY: ASIAN', 'ALIGNMENT: To align the new variable with the existing variable ""RACE/ETHNICITY: ASIAN,"" ensure that the categories and populations in the new variable (e.g., CHB Han Chinese, JPT Japanese, CHS Southern Han Chinese) are mapped or grouped under the broader category of ""Asian"" in the existing variable. This alignment will help harmonize the new variable with the existing variable in the data repository.']",
population,"CHB Han Chinese in Beijing, China EAS; JPT Japanese in Tokyo, Japan EAS; CHS Southern Han Chinese EAS; CDX Chinese Dai in Xishuangbanna, China EAS; KHV Kinh in Ho Chi Minh City, Vietnam EAS; CEU Utah Residents (CEPH) with Northern and Western European Ancestry EUR; TSI Toscani in Italia EUR; FIN Finnish in Finland EUR; GBR British in England and Scotland EUR; IBS Iberian Population in Spain EUR; YRI Yoruba in Ibadan, Nigeria AFR; LWK Luhya in Webuye, Kenya AFR; GWD Gambian in Western Divisions in the Gambia AFR; MSL Mende in Sierra Leone AFR; ESN Esan in Nigeria AFR; ASW Americans of African Ancestry in SW USA AFR; ACB African Caribbeans in Barbados AFR; MXL Mexican Ancestry from Los Angeles USA AMR; PUR Puerto Ricans from Puerto Rico AMR; CLM Colombians from Medellin, Colombia AMR; PEL Peruvians from Lima, Peru AMR; GIH Gujarati Indian from Houston, Texas SAS; PJL Punjabi from Lahore, Pakistan SAS; BEB Bengali from Bangladesh SAS; STU Sri Lankan Tamil from the UK SAS; ITU Indian Telugu from the UK",RACE/ETHNICITY: ASIAN,193980,0.9652504,,
population,"CHB Han Chinese in Beijing, China EAS; JPT Japanese in Tokyo, Japan EAS; CHS Southern Han Chinese EAS; CDX Chinese Dai in Xishuangbanna, China EAS; KHV Kinh in Ho Chi Minh City, Vietnam EAS; CEU Utah Residents (CEPH) with Northern and Western European Ancestry EUR; TSI Toscani in Italia EUR; FIN Finnish in Finland EUR; GBR British in England and Scotland EUR; IBS Iberian Population in Spain EUR; YRI Yoruba in Ibadan, Nigeria AFR; LWK Luhya in Webuye, Kenya AFR; GWD Gambian in Western Divisions in the Gambia AFR; MSL Mende in Sierra Leone AFR; ESN Esan in Nigeria AFR; ASW Americans of African Ancestry in SW USA AFR; ACB African Caribbeans in Barbados AFR; MXL Mexican Ancestry from Los Angeles USA AMR; PUR Puerto Ricans from Puerto Rico AMR; CLM Colombians from Medellin, Colombia AMR; PEL Peruvians from Lima, Peru AMR; GIH Gujarati Indian from Houston, Texas SAS; PJL Punjabi from Lahore, Pakistan SAS; BEB Bengali from Bangladesh SAS; STU Sri Lankan Tamil from the UK SAS; ITU Indian Telugu from the UK",PRE-HOSPITAL RACE/ETHNICITY: ASIAN,185451,0.95687664,,
race,"Harmonized race category of participant. Acceptable values: white,american indian or alaska native,black or african american,asian,native hawaiian or other pacific islander,hispanic,multiple,other,Unknown,not reported,not allowed to collect (HARMONIZED)",PARTICIPANT'S RACE (1=HISPANIC 2=ASIAN/PACIFIC ISLANDER 3=AFRICAN AMERICAN 4=CAUCASIAN 5=OTHER),177240,0.82290184,"['Existing Variables:', ""1. PARTICIPANT'S RACE (1=HISPANIC 2=ASIAN/PACIFIC ISLANDER 3=AFRICAN AMERICAN 4=CAUCASIAN 5=OTHER) - This variable categorizes participants based on their race, including Hispanic, Asian/Pacific Islander, African American, Caucasian, and Other."", ""2. RACE: AMERICAN INDIAN/ALASKAN NATIVE, ASIAN, OR NATIVE HAWAI'IAN/OTHER PACIFIC ISLANDER - This variable further breaks down race categories into American Indian/Alaskan Native, Asian, and Native Hawai'ian/Other Pacific Islander."", '3. RACE (1 WHITE, 2 BLACK, 3 AMER INDIAN/ALASKAN NATIVE, 4 ASIAN/PACIFIC ISLANDER) - Similar to the first two variables, this variable categorizes race into White, Black, American Indian/Alaskan Native, and Asian/Pacific Islander.', '', ""SELECTED: PARTICIPANT'S RACE"", 'ALIGNMENT: To align the new variable ""Harmonized race category of participant"" with the selected existing variable ""PARTICIPANT\'S RACE,"" you can map the acceptable values as follows:', '- White: 4 (Caucasian)', '- American Indian or Alaska Native: 3 (American Indian/Alaskan Native)', '- Black or African American: 2 (African American)', '- Asian: 2 (Asian/Pacific Islander)', '- Native Hawaiian or Other Pacific Islander: 2 (Asian/Pacific Islander)', '- Hispanic: 1 (Hispanic)', '- Multiple: 5 (Other)', '- Other: 5 (Other)', '- Unknown: 5 (Other)', '- Not reported: 5 (Other)', '- Not allowed to collect: 5 (Other)']",
race,"Harmonized race category of participant. Acceptable values: white,american indian or alaska native,black or african american,asian,native hawaiian or other pacific islander,hispanic,multiple,other,Unknown,not reported,not allowed to collect (HARMONIZED)","RACE: AMERICAN INDIAN/ALASKAN NATIVE, ASIAN, OR NATIVE HAWAI'IAN/OTHER PACIFIC ISLANDER",193999,0.4029206,,
race,"Harmonized race category of participant. Acceptable values: white,american indian or alaska native,black or african american,asian,native hawaiian or other pacific islander,hispanic,multiple,other,Unknown,not reported,not allowed to collect (HARMONIZED)","RACE (1 WHITE, 2 BLACK, 3 AMER INDIAN/ALASKAN NATIVE, 4 ASIAN/PACIFIC ISLANDER)",193818,0.38856003,,
subcohort,"A distinct subgroup within a study, generally indicating subjects who share similar characteristics due to study design. Subjects may belong to only one subcohort. (HARMONIZED)",SUB-COHORT GROUP,226135,0.9468921,"['Existing Variables:', '1. SUB-COHORT GROUP - This variable likely represents a specific group within a larger cohort that shares similar characteristics or have been grouped together for a particular reason. It could be used to categorize subjects based on certain criteria.', '2. SUBGROUP - This variable may also represent a subgroup within a larger population or cohort. It could be used to identify subjects with common characteristics or traits.', '3. STUDY COHORT - This variable likely represents the overall group of subjects included in a particular study or research project. It could be used to differentiate between different studies or projects within the repository.', '', 'SELECTED: SUB-COHORT GROUP', 'ALIGNMENT: To align your new variable with the existing variable ""SUB-COHORT GROUP,"" you should ensure that your new variable clearly defines a distinct subgroup within a study population. Consider specifying the criteria used to define this subgroup and how it relates to the overall study design. Additionally, make sure that subjects are only assigned to one subcohort to maintain consistency with the existing variable. ', '', 'By aligning your new variable with ""SUB-COHORT GROUP,"" you can ensure that it fits seamlessly into the existing data repository and can be easily compared and analyzed with other variables in the dataset.']",
subcohort,"A distinct subgroup within a study, generally indicating subjects who share similar characteristics due to study design. Subjects may belong to only one subcohort. (HARMONIZED)",SUBGROUP,226252,0.82544905,,
subcohort,"A distinct subgroup within a study, generally indicating subjects who share similar characteristics due to study design. Subjects may belong to only one subcohort. (HARMONIZED)",STUDY COHORT,225347,0.761893,,
unit_annotated_sex,"harmonization unit for annotated_sex (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",OBSERVATION UNIT,166998,0.9743373,"['1. OBSERVATION UNIT - The existing variable ""OBSERVATION UNIT"" refers to the unit of analysis or the entity being observed in a study. It is relevant to the new variable as it helps define the scope and context in which the harmonization unit for annotated_sex will be applied.', '', '2. PHENOTYPE - The existing variable ""PHENOTYPE"" describes the observable physical or biochemical characteristics of an individual resulting from the interaction of its genotype with the environment. It is relevant to the new variable as it provides information on the characteristics that will be used to define the harmonization unit for annotated_sex.', '', '3. UNITS - The existing variable ""UNITS"" typically refers to the units of measurement used for a particular variable. While not directly related to the concept of harmonization unit, it is important for ensuring consistency in how data is collected and reported.', '', 'SELECTED: PHENOTYPE', 'ALIGNMENT: To align the new variable ""harmonization unit for annotated_sex"" with the existing variable ""PHENOTYPE,"" researchers should consider defining the harmonization unit based on observable physical or biochemical characteristics that can be used to group subjects with similar phenotypes. This alignment will help ensure that the harmonization unit is meaningful and relevant in the context of the study data.']",
unit_annotated_sex,"harmonization unit for annotated_sex (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",PHENOTYPE,181522,0.96544635,,
unit_annotated_sex,"harmonization unit for annotated_sex (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS,243044,0.9649213,,
unit_bmi_baseline,"harmonization unit for bmi_baseline (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",BASELINE BODY MASS INDEX,31001,0.9904406,"['Existing Variables:', '1. BASELINE BODY MASS INDEX - This variable represents the body mass index of subjects at baseline, which is a commonly used measure of body fat based on height and weight.', '2. BMI (COMPUTED BY SC FROM METRIC UNITS) (FROM ANT02,ANT03) AT BASELINE - This variable specifically indicates the BMI computed using metric units at baseline.', '3. BMI (COMPUTED BY SC FROM IMPERIAL UNITS) (FROM IEC05A,B AT BASELINE) - This variable represents the BMI computed using imperial units at baseline.', '', 'SELECTED: BASELINE BODY MASS INDEX', 'ALIGNMENT: To align the new variable ""harmonization unit for bmi_baseline"" with the existing variable ""BASELINE BODY MASS INDEX"", ensure that the harmonization unit captures the BMI values of subjects at baseline in a similar manner as the existing variable. This may involve using the same calculation method and units to ensure consistency in the data. Additionally, make sure that the defined group of subjects within the harmonization unit aligns with the subjects for whom the baseline BMI data is available. ', '', 'By selecting the existing variable ""BASELINE BODY MASS INDEX"", you can harmonize the new variable effectively by following the same measurement standards and ensuring that the subjects included in the harmonization unit match those for whom baseline BMI data is recorded.']",
unit_bmi_baseline,"harmonization unit for bmi_baseline (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)","BMI (COMPUTED BY SC FROM METRIC UNITS) (FROM ANT02,ANT03) AT BASELINE",35268,0.9886244,,
unit_bmi_baseline,"harmonization unit for bmi_baseline (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)","BMI (COMPUTED BY SC FROM IMPERIAL UNITS) (FROM IEC05A,B AT BASELINE)",35264,0.98761624,,
unit_ethnicity,"harmonization unit for ethnicity (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",OBSERVATION UNIT,166998,0.9829547,"['Existing Variables:', '1. OBSERVATION UNIT - This variable identifies the unit of observation in the dataset, such as individual subjects or samples. It helps to organize and structure the data based on the entities being studied.', '2. UNITS - This variable specifies the units of measurement for quantitative variables in the dataset. It ensures consistency and accuracy in interpreting the numerical values.', '3. HOMOGENEITY - This variable indicates the degree of similarity or uniformity among the subjects or samples in the dataset. It is important for ensuring the reliability and validity of the data analysis.', '', 'SELECTED: OBSERVATION UNIT', 'ALIGNMENT: To align the new variable ""harmonization unit for ethnicity"" with the selected existing variable ""observation unit,"" you can define the harmonization unit as a specific group of subjects or samples within the dataset based on their ethnicity. This will help in organizing and structuring the data according to the defined groups, allowing for easier comparison and analysis. Additionally, you can use the observation unit variable to link the harmonization unit with other relevant variables in the dataset for comprehensive analysis.']",
unit_ethnicity,"harmonization unit for ethnicity (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS,243044,0.9824231,,
unit_ethnicity,"harmonization unit for ethnicity (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",2.F HOMOGENEITY,6683,0.98076576,,
unit_height_baseline,"harmonization unit for height_baseline (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",HEIGHTUNIT,110384,0.9759464,"['Existing Variables:', '1. HEIGHT - This variable represents the height of an individual in a specific unit of measurement.', '2. HEIGHTUNIT - This variable specifies the unit of measurement used for the height data.', '3. HARMONIZED - This variable indicates a harmonization unit for height data, which groups subjects with similar phenotypes for processing.', '', 'SELECTED: HEIGHT', 'ALIGNMENT: To align the new variable ""harmonization unit for height_baseline"" with the existing variable ""HEIGHT,"" ensure that the harmonization unit is consistent with the unit of measurement used for height data. This will help maintain uniformity and compatibility within the data repository.']",
unit_height_baseline,"harmonization unit for height_baseline (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",HEIGHT (UNIT),110222,0.9743861,,
unit_height_baseline,"harmonization unit for height_baseline (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNIT OF MEASUREMENT,243002,0.92749476,,
unit_hispanic_subgroup,"harmonization unit for hispanic_subgroup (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",HISPANIC ETHNICITY,112232,0.9947187,"['1. HISPANIC - This existing variable captures the Hispanic ethnicity of individuals in the dataset. It is relevant to the new variable as it also pertains to Hispanic subgroup information.', '', '2. HISPANIC ETHNICITY - This existing variable provides a broader category for ethnicity, including Hispanic individuals. It may be relevant to the new variable as it encompasses the overall ethnicity information.', '', '3. UNITS - This existing variable likely refers to the units of measurement for certain variables in the dataset. It may not be directly related to the new variable on Hispanic subgroup information.', '', 'SELECTED: HISPANIC', 'ALIGNMENT: To align the new variable on harmonization unit for Hispanic subgroup with the existing variable HISPANIC, you can ensure that the subgroup information is captured consistently with the broader Hispanic ethnicity category. This may involve mapping specific subgroups to the overarching Hispanic category and ensuring that the data is harmonized across these variables.']",
unit_hispanic_subgroup,"harmonization unit for hispanic_subgroup (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",HISPANIC,112230,0.9935369,,
unit_hispanic_subgroup,"harmonization unit for hispanic_subgroup (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS,243044,0.9658352,,
unit_race,"harmonization unit for race (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",RACE (RECODED TO HARMONIZE RESPONSES ACROSS CENTERS),193857,0.9980657,"['Existing Variables:', '1. SUBJECT RACE - This variable captures the race of the subjects in the study.', '2. OBSERVATION UNIT - This variable identifies the unit of observation in the study.', '3. RACE (RECODED TO HARMONIZE RESPONSES ACROSS CENTERS) - This variable indicates the recoded race data to ensure consistency across different centers.', '', 'SELECTED: SUBJECT RACE', 'ALIGNMENT: To align the new variable ""harmonization unit for race"" with the existing variable ""SUBJECT RACE,"" you can use the same categories and coding scheme for race. Ensure that the harmonization unit is capturing the race of the subjects in a consistent manner as the ""SUBJECT RACE"" variable. This will help in harmonizing the new variable with the existing data in the repository.']",
unit_race,"harmonization unit for race (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",SUBJECT RACE,226484,0.9955316,,
